,SEM_TT,fami_estratovivienda,estu_genero,punt_c_naturales,punt_lectura_critica,punt_matematicas,punt_sociales_ciudadanas,punt_ingles,estu_cod_reside_mcpio,cole_cod_mcpio_ubicacion,estu_cod_mcpio_presentacion,PUNT_TOTAL
148,20191,Estrato 1,M,44.526497695852534,48.473502304147466,45.94585253456221,43.46658986175115,43.38940092165899,38526.3168202765,37903.47235023041,37978.5564516129,225.80184331797236
149,20191,Estrato 2,F,47.18669527896996,51.66630901287554,47.85407725321888,46.15396995708154,48.11051502145923,40800.94849785408,40425.608369098714,39993.10568669528,240.97156652360516
150,20191,Estrato 2,M,47.95665171898356,51.57598405580468,50.289486796213254,46.75834578973593,48.77379172894868,38163.1649227703,38200.44942700548,37603.12157448929,245.3542600896861
151,20191,Estrato 3,F,52.86701893439014,56.4522236900044,53.59048877146631,51.741963892558346,56.81946279172171,50819.73051519154,51317.94451783355,50467.43989431969,271.4711580801409
152,20191,Estrato 3,M,53.92608196093451,56.734584450402146,56.15013404825737,52.52508617387974,56.89735733435465,46969.06472615856,47089.5836844121,46642.19762543087,276.2332439678284
153,20191,Estrato 4,F,60.82324159021407,63.66238532110092,62.37003058103976,60.39510703363914,69.80244648318043,44568.52599388379,45522.79877675841,44538.873394495415,317.05321100917433
154,20191,Estrato 4,M,60.40447504302926,61.77165806081469,63.24670109007458,59.440045897877226,67.31210556511762,43975.33275960987,44667.93803786575,43911.47963281698,312.17498565691335
155,20191,Estrato 5,F,63.534950071326676,66.04992867332382,66.04778887303851,63.320256776034235,75.42724679029958,39608.66833095578,39975.89300998573,39515.98716119829,334.3801711840228
156,20191,Estrato 5,M,64.86719883889695,65.82728592162555,68.41654571843252,64.68650217706822,74.70029027576197,39263.70029027576,39944.400580551526,39188.93831640058,338.4978229317852
157,20191,Estrato 6,F,65.07082371054658,67.42494226327945,68.05311778290994,65.54811393379522,80.08391070053888,25417.866820631254,25958.392609699767,25157.70438799076,346.18090839107003
158,20191,Estrato 6,M,65.98793242156074,67.13032984714401,70.38053097345133,66.22767497988737,79.67417538213998,26556.90185036203,27178.13515687852,26308.542236524536,349.4006436041834
159,20191,Sin Estrato,F,49.75806451612903,52.935483870967744,49.70161290322581,49.233870967741936,53.435483870967744,37188.07258064516,36372.33870967742,36097.467741935485,255.06451612903226
160,20191,Sin Estrato,M,51.16279069767442,54.31782945736434,54.434108527131784,51.542635658914726,56.87596899224806,37401.88372093023,36482.364341085275,36863.410852713176,268.3333333333333
161,20192,,,38.285714285714285,49.42857142857143,45.57142857142857,37.857142857142854,43.42857142857143,31869.714285714286,31869.714285714286,31857.0,214.57142857142858
162,20192,,F,41.085645549318365,47.41630580058808,43.1909115209837,41.09441325848704,,,35473.71103982892,35517.419941192195,
